,sentiment,text,text_pt,text_pt_clean,text_pt_lemma
51,positive,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .","No âmbito da parceria, a Nokia Siemens Networks assinou um acordo de compra inicial com a subsidiária da Sitronics, JSC Mikron, que é o maior fabricante e exportador de componentes microeletrônicos da Rússia.",âmbito parceria nokia siemens networks assinou acordo compra inicial subsidiária sitronics jsc mikron maior fabricante exportador componentes microeletrônicos rússia,âmbito parceria nokio siemem networks assinar acordo compra inicial subsidiário Sitronics jsc mikron grande fabricante exportador componente microeletrônico Rússia
52,positive,"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .","A receita da Seppala aumentou 0,2% para EUR10,1 milhões. Na Finlândia, a receita diminuiu 2,4% para EUR 6,8 milhões, enquanto as vendas no exterior aumentaram 6,2% para EUR3,3 milhões. As vendas aumentaram em todos os países bálticos, bem como na Rússia e na Ucrânia.",receita seppala aumentou 02 eur101 milhões finlândia receita diminuiu 24 eur 68 milhões enquanto vendas exterior aumentaram 62 eur33 milhões vendas aumentaram todos países bálticos bem rússia ucrânia,receita seppala aumentar 02 eur101 milhão finlândio receita diminuir 24 eur 68 milhão enquanto venda exterior aumentar 62 eur33 milhão venda aumentar todo país báltico bem Rússia ucrânia
53,positive,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .","As ações do Standard Chartered (STAN) subiram 1,2% no FTSE 100, enquanto as ações do Royal Bank of Scotland (RBS) subiram 2% e as ações do Barclays (BARC) (BCS) subiram 1,7%.",ações standard chartered stan subiram 12 ftse 100 enquanto ações royal bank of scotland rbs subiram 2 ações barclays barc bcs subiram 17,ação standard chartered stan subir 12 ftse 100 enquanto ação royal bank of scotland rbs subir 2 ação Barclays Barc bcs subir 17
54,positive,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,"As ações da Nokia Corp. subiram na quinta-feira, depois que a fabricante de celulares disse que seus ganhos no terceiro trimestre quase dobraram e sua participação no mercado global de aparelhos aumentou.",ações nokia corp subiram quintafeira fabricante celulares disse ganhos terceiro trimestre quase dobraram participação mercado global aparelhos aumentou,ação nokia corp subir quintafeira fabricante celular dizer ganho terceiro trimestre quase dobrar participação mercado global aparelho aumentar
55,positive,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .","Em seu relatório financeiro, publicado na sexta-feira, o SEB disse que seu lucro líquido disparou para SEK6,745 bilhões em 2010, ante SEK1,114 bilhões no ano anterior, e propôs um aumento de 50% nos dividendos para SEK1,50 por ação.",relatório financeiro publicado sextafeira seb disse lucro líquido disparou sek6745 bilhões 2010 ante sek1114 bilhões ano anterior propôs aumento 50 dividendos sek150 ação,relatório financeiro publicar sextafeira Seb dizer lucro líquido disparar sek6745 bilhão 2010 ante sek1114 bilhão ano anterior propor aumento 50 dividendo sek150 ação
56,positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,"As vendas da divisão de lojas de departamentos aumentaram 15% e as vendas da filial da loja de roupas Seppala aumentaram 8%. Enquanto isso, as vendas de Hobby Hall diminuíram 12%.",vendas divisão lojas departamentos aumentaram 15 vendas filial loja roupas seppala aumentaram 8 enquanto vendas hobby hall diminuíram 12,venda Divisão loja departamento aumentar 15 venda filial lojar roupa seppala aumentar 8 enquanto venda hobby hall diminuir 12
57,neutral,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .","A pedido dos jornais da empresa de mídia finlandesa Alma Media, o gerente de pesquisa Jari Kaivo-oja do Finland Futures Research Centre da Turku School of Economics traçou um cenário futuro para a economia nacional da Finlândia, usando um modelo desenvolvido pela University of Denver.",pedido jornais empresa mídia finlandesa alma media gerente pesquisa jari kaivooja finland futures research centre turku school of economics traçou cenário futuro economia nacional finlândia usando modelo desenvolvido university of denver,pedir jornal empresa mídia finlandesa alma Media gerente pesquisar jari Kaivooja finland futur research centre turku school of economics traçar cenário futuro economia nacional finlândiar usar modelo desenvolver university of denver
58,neutral,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .","Na Suécia, as vendas acumuladas em SEK da Gallerix caíram 1% e as vendas denominadas em EUR aumentaram 11%.",suécia vendas acumuladas sek gallerix caíram 1 vendas denominadas eur aumentaram 11,suécer venda acumuladas sek gallerix cair 1 venda denominar eur aumentar 11
59,neutral,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,A empresa apóia seus clientes globais no desenvolvimento de novas tecnologias e oferece um caminho rápido do desenvolvimento de produtos às aplicações e produção em massa.,empresa apóia clientes globais desenvolvimento novas tecnologias oferece caminho rápido desenvolvimento produtos aplicações produção massa,empresa apoiar cliente global desenvolvimento novo tecnologia oferecer caminho rápido desenvolvimentar produto aplicação produção masso
60,neutral,"When this investment is in place , Atria plans to expand into the Moscow market .","Quando este investimento estiver em vigor, a Atria planeja expandir para o mercado de Moscou.",investimento vigor atria planeja expandir mercado moscou,investimento vigor atr planejo expandir mercado moscar
61,neutral,"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .","“O novo acordo é uma continuação do acordo assinado no início deste ano com o Grupo Lemminkainen, por meio do qual a Cramo adquiriu toda a frota de máquinas de construção da Lemminkainen Talo Oy Ita-ja Pohjois Suomo, e assinou um acordo semelhante”, disse Tatu Hauhio, diretor administrativo da Cramo Finlândia.",“o novo acordo continuação acordo assinado início deste ano grupo lemminkainen meio cramo adquiriu toda frota máquinas construção lemminkainen talo oy itaja pohjois suomo assinou acordo semelhante” disse tatu hauhio diretor administrativo cramo finlândia,“ o novo acordo continuação acordo assinar início de este ano grupo Lemminkainen meio cramo adquirir todo frota máquina construção Lemminkainen talo oy itajar pohjois suomo assinar acordo semelhante ” dizer tatu hauhio diretor administrativo cramo finlândiar
62,positive,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .","Inicialmente, o contrato previa a construção de três ferryboats com opção de mais duas unidades, ainda confirmada por um valor total de 500 milhões de euros (US $ 645,8 milhões).",inicialmente contrato previa construção três ferryboats opção duas unidades ainda confirmada valor total 500 milhões euros us 6458 milhões,inicialmente contrato prever construção três ferryboats opção dois unidade ainda confirmar valor total 500 milhão euro us 6458 milhão
63,neutral,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .","Em junho, ela vendeu uma participação de 30 por cento para a Nordstjernan, e o grupo de investimento agora assumiu a opção de adquirir as ações restantes da EQT.",junho vendeu participação 30 cento nordstjernan grupo investimento agora assumiu opção adquirir ações restantes eqt,junho vender participação 30 cento Nordstjernan grupo investimento agora assumir opção adquirir ação restante eqt
64,positive,"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .","DIVULGAÇÃO DA BOLSA DE VALORES DA KESKO CORPORATION 28.02.2008 AT 09.30 1 (1) A Kesko Corporation e a Aspo plc assinaram hoje um acordo pelo qual a Aspo adquire o capital social da Kauko-Telko Ltd, uma subsidiária detida a 100% pela Kesko.",divulgação bolsa valores kesko corporation 28022008 at 0930 1 1 kesko corporation aspo plc assinaram hoje acordo aspo adquire capital social kaukotelko ltd subsidiária detida 100 kesko,divulgação Bolsa valor kesko corporation 28022008 at 0930 1 1 kesko corporation aspo plc assinar hoje acordo Aspo adquirir capital social kaukotelko Ltd subsidiário deter 100 kesko
65,positive,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,"Sponda Plc Stock Exchange Release 5 de dezembro de 2006 em 15,45 EUR 1,5 BILHÕES FACILIDADE DE CRÉDITO SINDICADO PARA SPONDA Sponda assinou um contrato para uma linha de crédito sindicalizada de um ano no valor total de EUR 1,5 bilhão.",sponda plc stock exchange release 5 dezembro 2006 1545 eur 15 bilhões facilidade crédito sindicado sponda sponda assinou contrato linha crédito sindicalizada ano valor total eur 15 bilhão,spondo plc stock exchanger release 5 dezembro 2006 1545 eur 15 bilhão facilidade crédito sindicar spondo spondo assinar contrato linho crédito sindicalizar ano valor total eur 15 bilhão
66,neutral,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,ANÚNCIO DE BOLSA DE AÇÕES 20 de julho de 2006 1 (1) ASSINATURAS DE AÇÕES BASWARE COM GARANTIAS E AUMENTO DO CAPITAL SOCIAL Um total de 119 850 ações foram subscritas com o Programa de Warrant BasWare.,anúncio bolsa ações 20 julho 2006 1 1 assinaturas ações basware garantias aumento capital social total 119 850 ações subscritas programa warrant basware,anúncio bolso ação 20 julho 2006 1 1 assinatura ação basware garantia aumento capital social total 119 850 ação subscrito programa warrant basware
